,NAME,OWNERSHIP,LOCATION,ALIAS_NAME
1664,CARMEL VALLEY OS,City of San Diego,,Carmel Valley Open Space
1665,TIERRASANTA OS,City of San Diego,,Tierrasanta Open Space
1666,SABRE SPRINGS OS,City of San Diego,,Sabre Springs Open Space
1667,MISSION TRAILS OS,City of San Diego,,Mission Trails Open Space
1668,CANYON HILLS OS,City of San Diego,,Canyon Hills Open Space
1669,MISSION TRAILS OS,City of San Diego,,Mission Trails Open Space
1670,MISSION TRAILS OS,City of San Diego,,Mission Trails Open Space
1671,CARMEL VALLEY OS,City of San Diego,,Carmel Valley Open Space
1672,CREST CANYON OS PARK,City of San Diego,,Crest Canyon Open Space Park
1673,GOLDEN HILLS OS,City of San Diego,,Golden Hills Open Space
1674,34TH ST CANYON OS,City of San Diego,,34th St Canyon Open Space
1675,TECOLOTE CANYON NATURAL OS PARK,City of San Diego,,Tecolote Canyon Natural Open Space Park
1676,CHOLLAS RADIO SYSTEM OS,City of San Diego,,Chollas Radio System Open Space
1677,SWITZER OS,City of San Diego,,Switzer Open Space
1678,TIERRASANTA OS,City of San Diego,,Tierrasanta Open Space
1679,SAN PASQUAL TRAILS OS,City of San Diego,,San Pasqual Trails Open Space
1680,SABRE SPRINGS OS,City of San Diego,,Sabre Springs Open Space
1681,TIERRASANTA OS,City of San Diego,,Tierrasanta Open Space
1682,CHOLLAS PARKWAY OS,City of San Diego,,Chollas Parkway Open Space
1683,PENASQUITOS LAGOON OS,City of San Diego,,Penasquitos Lagoon Open Space
1684,MISSION TRAILS OS,City of San Diego,,Mission Trails Open Space
1685,LA JOLLA BLUEBIRD CANYON OS,City of San Diego,,La Jolla Bluebird Canyon Open Space
1686,LOS PENASQUITOS CANYON OS,City of San Diego,,Los Penasquitos Canyon Open Space
1687,OTAY VALLEY REGIONAL PARK,City of San Diego,,Otay Valley Regional Park
1688,SCRIPPS MIRAMAR OS,City of San Diego,,Scripps Miramar Open Space
1689,MCGONIGLE CANYON OS,City of San Diego,,Mcgonigle Canyon Open Space
1690,SAN PASQUAL TRAILS OS,City of San Diego,,San Pasqual Trails Open Space
1691,TIERRASANTA OS,City of San Diego,,Tierrasanta Open Space
1692,LOS PENASQUITOS CANYON OS,City of San Diego,,Los Penasquitos Canyon Open Space
1693,CHOLLAS RADIO SYSTEM OS,City of San Diego,,Chollas Radio System Open Space
1694,UPTOWN OS,City of San Diego,,Uptown Open Space
1695,OTAY MESA OS,City of San Diego,,Otay Mesa Open Space
1696,SOLEDAD NATURAL OS PARK,City of San Diego,,Soledad Natural Open Space Park
1697,32ND ST CANYON OS,City of San Diego,,32nd St Canyon Open Space
1698,34TH ST CANYON OS,City of San Diego,,34th St Canyon Open Space
1699,SAN PASQUAL TRAILS OS,City of San Diego,,San Pasqual Trails Open Space
1700,TIERRASANTA OS,City of San Diego,,Tierrasanta Open Space
1701,34TH ST CANYON OS,City of San Diego,,34th St Canyon Open Space
1702,TECOLOTE CANYON NATURAL OS PARK,City of San Diego,,Tecolote Canyon Natural Open Space Park
1703,LOS PENASQUITOS CANYON OS,City of San Diego,,Los Penasquitos Canyon Open Space
1704,SCRIPPS MIRAMAR OS,City of San Diego,,Scripps Miramar Open Space
1705,UPTOWN OS,City of San Diego,,Uptown Open Space
1706,MISSION TRAILS OS,City of San Diego,,Mission Trails Open Space
1707,GUYMON ARMS CANYON OS,City of San Diego,,Guymon Arms Canyon Open Space
1708,TIERRASANTA OS,City of San Diego,,Tierrasanta Open Space
1709,MISSION TRAILS OS,City of San Diego,,Mission Trails Open Space
1710,BLACK MOUNTAIN OS PARK,City of San Diego,,Black Mountain Open Space Park
1711,BLACK MOUNTAIN RANCH OS,City of San Diego,,Black Mountain Ranch Open Space
1712,OTAY MESA OS,City of San Diego,,Otay Mesa Open Space
1713,LOS PENASQUITOS CANYON OS,City of San Diego,,Los Penasquitos Canyon Open Space
1714,SABRE SPRINGS OS,City of San Diego,,Sabre Springs Open Space
1715,LOS PENASQUITOS CANYON OS,City of San Diego,,Los Penasquitos Canyon Open Space
1716,SCRIPPS MIRAMAR OS,City of San Diego,,Scripps Miramar Open Space
1717,LOS PENASQUITOS CANYON OS,City of San Diego,,Los Penasquitos Canyon Open Space
1718,RANCHO PENASQUITOS OS,City of San Diego,,Rancho Penasquitos Open Space
1719,SABRE SPRINGS OS,City of San Diego,,Sabre Springs Open Space
1720,32ND ST CANYON OS,City of San Diego,,32nd St Canyon Open Space
1721,LOS PENASQUITOS CANYON OS,City of San Diego,,Los Penasquitos Canyon Open Space
1722,MISSION TRAILS OS,City of San Diego,,Mission Trails Open Space
1723,TIERRASANTA OS,City of San Diego,,Tierrasanta Open Space
1724,TECOLOTE CANYON NATURAL OS PARK,City of San Diego,,Tecolote Canyon Natural Open Space Park
1725,MISSION TRAILS OS,City of San Diego,,Mission Trails Open Space
1726,LOS PENASQUITOS CANYON OS,City of San Diego,,Los Penasquitos Canyon Open Space
1727,LOS PENASQUITOS CANYON OS,City of San Diego,,Los Penasquitos Canyon Open Space
1728,LOPEZ CANYON OS,City of San Diego,,Lopez Canyon Open Space
1729,CANYON HILLS OS,City of San Diego,,Canyon Hills Open Space
1730,32ND ST CANYON OS,City of San Diego,,32nd St Canyon Open Space
1731,MID-CITY OS,City of San Diego,,Mid-City Open Space
1732,BLACK MOUNTAIN OS PARK,City of San Diego,,Black Mountain Open Space Park
1733,CREST CANYON OS PARK,City of San Diego,,Crest Canyon Open Space Park
1734,TIERRASANTA OS,City of San Diego,,Tierrasanta Open Space
1735,MISSION TRAILS OS,City of San Diego,,Mission Trails Open Space
1736,CANYON HILLS OS,City of San Diego,,Canyon Hills Open Space
1737,34TH ST CANYON OS,City of San Diego,,34th St Canyon Open Space
1738,CARMEL VALLEY CVREP,City of San Diego,,Carmel Valley Cvrep
1739,RADIO CANYON EXTENSION OS,City of San Diego,,Radio Canyon Extension Open Space
1740,UPTOWN OS,City of San Diego,,Uptown Open Space
1741,34TH ST CANYON OS,City of San Diego,,34th St Canyon Open Space
1742,34TH ST CANYON OS,City of San Diego,,34th St Canyon Open Space
1743,34TH ST CANYON OS,City of San Diego,,34th St Canyon Open Space
1744,BLACK MOUNTAIN OS PARK,City of San Diego,,Black Mountain Open Space Park
1745,CARMEL MOUNTAIN RANCH OS,City of San Diego,,Carmel Mountain Ranch Open Space
1746,CANYON HILLS OS,City of San Diego,,Canyon Hills Open Space
1747,LOS PENASQUITOS CANYON OS,City of San Diego,,Los Penasquitos Canyon Open Space
1748,LOS PENASQUITOS CANYON OS,City of San Diego,,Los Penasquitos Canyon Open Space
1749,SABRE SPRINGS OS,City of San Diego,,Sabre Springs Open Space
1750,SHAW VALLEY OS,City of San Diego,,Shaw Valley Open Space
1751,CANYON HILLS OS,City of San Diego,,Canyon Hills Open Space
1752,SABRE SPRINGS OS,City of San Diego,,Sabre Springs Open Space
1753,CREST CANYON OS PARK,City of San Diego,,Crest Canyon Open Space Park
1754,CREST CANYON OS PARK,City of San Diego,,Crest Canyon Open Space Park
1755,MISSION VALLEY HILLSIDES OS,City of San Diego,,Mission Valley Hillsides Open Space
1756,UPTOWN OS,City of San Diego,,Uptown Open Space
1757,SCRIPPS MIRAMAR OS,City of San Diego,,Scripps Miramar Open Space
1758,OTAY VALLEY REGIONAL PARK,City of San Diego,,Otay Valley Regional Park
1759,TECOLOTE CANYON NATURAL OS PARK,City of San Diego,,Tecolote Canyon Natural Open Space Park
1760,MARIAN BEAR OS PARK,City of San Diego,,Marian Bear Open Space Park
1761,MID-CITY OS,City of San Diego,,Mid-City Open Space
1762,LOS PENASQUITOS CANYON OS,City of San Diego,,Los Penasquitos Canyon Open Space
1763,LOS PENASQUITOS CANYON OS,City of San Diego,,Los Penasquitos Canyon Open Space
1764,32ND ST CANYON OS,City of San Diego,,32nd St Canyon Open Space
1765,LA ZANJA CANYON OS,City of San Diego,,La Zanja Canyon Open Space
1766,CARMEL MOUNTAIN OS,City of San Diego,,Carmel Mountain Open Space
1767,CARMEL VALLEY OS,City of San Diego,,Carmel Valley Open Space
1768,CARMEL VALLEY OS,City of San Diego,,Carmel Valley Open Space
1769,SAN PASQUAL TRAILS OS,City of San Diego,,San Pasqual Trails Open Space
1770,SHAW VALLEY OS,City of San Diego,,Shaw Valley Open Space
1771,MISSION TRAILS OS,City of San Diego,,Mission Trails Open Space
1772,CANYON HILLS OS,City of San Diego,,Canyon Hills Open Space
1773,TIERRASANTA OS,City of San Diego,,Tierrasanta Open Space
1774,SCRIPPS MIRAMAR OS,City of San Diego,,Scripps Miramar Open Space
1775,TECOLOTE CANYON NATURAL OS PARK,City of San Diego,,Tecolote Canyon Natural Open Space Park
1776,TIERRASANTA OS,City of San Diego,,Tierrasanta Open Space
1777,SCRIPPS MIRAMAR OS,City of San Diego,,Scripps Miramar Open Space
1778,MCGONIGLE CANYON OS,City of San Diego,,Mcgonigle Canyon Open Space
1779,RANCHO PENASQUITOS OS,City of San Diego,,Rancho Penasquitos Open Space
1780,CARMEL VALLEY OS,City of San Diego,,Carmel Valley Open Space
1781,MISSION TRAILS OS,City of San Diego,,Mission Trails Open Space
1782,SABRE SPRINGS OS,City of San Diego,,Sabre Springs Open Space
1783,SABRE SPRINGS OS,City of San Diego,,Sabre Springs Open Space
1784,CARMEL MOUNTAIN OS,City of San Diego,,Carmel Mountain Open Space
1785,SCRIPPS MIRAMAR OS,City of San Diego,,Scripps Miramar Open Space
1786,TECOLOTE CANYON NATURAL OS PARK,City of San Diego,,Tecolote Canyon Natural Open Space Park
1787,TECOLOTE CANYON NATURAL OS PARK,City of San Diego,,Tecolote Canyon Natural Open Space Park
1788,TECOLOTE CANYON NATURAL OS PARK,City of San Diego,,Tecolote Canyon Natural Open Space Park
1789,DEL MAR MESA OS,City of San Diego,,Del Mar Mesa Open Space
1790,DEL MAR MESA OS,City of San Diego,,Del Mar Mesa Open Space
1791,CARMEL VALLEY OS,City of San Diego,,Carmel Valley Open Space
1792,SCRIPPS MIRAMAR OS,City of San Diego,,Scripps Miramar Open Space
1793,SCRIPPS MIRAMAR OS,City of San Diego,,Scripps Miramar Open Space
1794,SCRIPPS MIRAMAR OS,City of San Diego,,Scripps Miramar Open Space
1795,SCRIPPS MIRAMAR OS,City of San Diego,,Scripps Miramar Open Space
1796,SCRIPPS MIRAMAR OS,City of San Diego,,Scripps Miramar Open Space
1797,MISSION VALLEY PRESERVE,City of San Diego,,Mission Valley Preserve
1798,MISSION VALLEY PRESERVE,City of San Diego,,Mission Valley Preserve
1799,MISSION TRAILS OS,City of San Diego,,Mission Trails Open Space
1800,MISSION TRAILS OS,City of San Diego,,Mission Trails Open Space
1801,MISSION TRAILS OS,City of San Diego,,Mission Trails Open Space
1802,TIERRASANTA OS,City of San Diego,,Tierrasanta Open Space
1803,MISSION TRAILS OS,City of San Diego,,Mission Trails Open Space
1804,CARMEL VALLEY OS,City of San Diego,,Carmel Valley Open Space
1805,KENSINGTON/COLLEGE OS,City of San Diego,,Kensington/College Open Space
1806,SANDROCK CANYON OS PARK,City of San Diego,,Sandrock Canyon Open Space Park
1807,FAMOSA SLOUGH,City of San Diego,,Famosa Slough
1808,CHOLLAS RADIO SYSTEM OS,City of San Diego,,Chollas Radio System Open Space
1809,MISSION TRAILS OS,City of San Diego,,Mission Trails Open Space
1810,CANYON HILLS OS,City of San Diego,,Canyon Hills Open Space
1811,EUGENE PLACE OS,City of San Diego,,Eugene Place Open Space
1812,MARIAN BEAR OS PARK,City of San Diego,,Marian Bear Open Space Park
1813,CARMEL VALLEY OS,City of San Diego,,Carmel Valley Open Space
1814,MISSION TRAILS OS,City of San Diego,,Mission Trails Open Space
1815,LOS PENASQUITOS CANYON OS,City of San Diego,,Los Penasquitos Canyon Open Space
1816,OTAY MESA OS,City of San Diego,,Otay Mesa Open Space
1817,OTAY MESA OS,City of San Diego,,Otay Mesa Open Space
1818,SABRE SPRINGS OS,City of San Diego,,Sabre Springs Open Space
1819,BLACK MOUNTAIN OS PARK,City of San Diego,,Black Mountain Open Space Park
1820,SYCAMORE CANYON OS,City of San Diego,,Sycamore Canyon Open Space
1821,SYCAMORE CANYON OS,City of San Diego,,Sycamore Canyon Open Space
1822,SYCAMORE CANYON OS,City of San Diego,,Sycamore Canyon Open Space
1823,SYCAMORE CANYON OS,City of San Diego,,Sycamore Canyon Open Space
1824,SYCAMORE CANYON OS,City of San Diego,,Sycamore Canyon Open Space
1825,SYCAMORE CANYON OS,City of San Diego,,Sycamore Canyon Open Space
1826,MISSION TRAILS OS,City of San Diego,,Mission Trails Open Space
1827,LEXINGTON CANYON OS,City of San Diego,,Lexington Canyon Open Space
1828,NAVAJO CANYON OS PARK,City of San Diego,,Navajo Canyon Open Space Park
1829,TIERRASANTA OS,City of San Diego,,Tierrasanta Open Space
1830,TIERRASANTA OS,City of San Diego,,Tierrasanta Open Space
1831,TIERRASANTA OS,City of San Diego,,Tierrasanta Open Space
1832,TIERRASANTA OS,City of San Diego,,Tierrasanta Open Space
1833,BATTLE MOUNTAIN OS,City of San Diego,,Battle Mountain Open Space
1834,OTAY MESA OS,City of San Diego,,Otay Mesa Open Space
1835,BATTLE MOUNTAIN OS,City of San Diego,,Battle Mountain Open Space
1836,BATTLE MOUNTAIN OS,City of San Diego,,Battle Mountain Open Space
1837,SAN PASQUAL TRAILS OS,City of San Diego,,San Pasqual Trails Open Space
1838,RANCHO DEL ORO PARK,City of Oceanside,COLLEGE AND EMPRESSA,Rancho Del Oro Park
1839,WOMEN'S CLUB PARK,City of Oceanside,MISSION AND BROOKS,Women'S Club Park
1840,MARSHALL ST SWIM CTR & PARK,City of Oceanside,1404 MARSHAL STREET,Marshall St Swim Ctr & Park
1841,BUCCANEER PARK,City of Oceanside,1506 SOUTH PACIFIC STREET,Buccaneer Park
1842,BOYS' & GIRLS' CLUB,City of Oceanside,,Boys' & Girls' Club
1843,CAPISTRANO PARK,City of Oceanside,770 CAPISTRANO DRIVE,Capistrano Park
1844,TECOLOTE CANYON NATURAL OS PARK,City of San Diego,,Tecolote Canyon Natural Open Space Park
1845,CANYON HILLS OS,City of San Diego,,Canyon Hills Open Space
1846,CARMEL VALLEY OS,City of San Diego,,Carmel Valley Open Space
1847,CANYON HILLS OS,City of San Diego,,Canyon Hills Open Space
1848,CARMEL MOUNTAIN OS,City of San Diego,,Carmel Mountain Open Space
1849,TIERRASANTA OS,City of San Diego,,Tierrasanta Open Space
1850,SCRIPPS MIRAMAR OS,City of San Diego,,Scripps Miramar Open Space
1851,CANYON HILLS OS,City of San Diego,,Canyon Hills Open Space
1852,CARMEL VALLEY CVREP,City of San Diego,,Carmel Valley Cvrep
1853,SWITZER OS,City of San Diego,,Switzer Open Space
1854,ENCANTO EXPRESSWAY OS,City of San Diego,,Encanto Expressway Open Space
1855,OTAY MESA OS,City of San Diego,,Otay Mesa Open Space
1856,LEXINGTON CANYON OS,City of San Diego,,Lexington Canyon Open Space
1857,LOS PENASQUITOS CANYON OS,City of San Diego,,Los Penasquitos Canyon Open Space
1858,CARROLL CANYON OS,City of San Diego,,Carroll Canyon Open Space
1859,SCRIPPS MIRAMAR OS,City of San Diego,,Scripps Miramar Open Space
1860,SCRIPPS MIRAMAR OS,City of San Diego,,Scripps Miramar Open Space
1861,PASATIEMPO PARK WEST OS,City of San Diego,,Pasatiempo Park West Open Space
1862,LOS PENASQUITOS CANYON OS,City of San Diego,,Los Penasquitos Canyon Open Space
1863,MISSION TRAILS OS,City of San Diego,,Mission Trails Open Space
1864,CANYON HILLS OS,City of San Diego,,Canyon Hills Open Space
1865,DEL MAR MESA OS,City of San Diego,,Del Mar Mesa Open Space
1866,CANYON HILLS OS,City of San Diego,,Canyon Hills Open Space
1867,34TH ST CANYON OS,City of San Diego,,34th St Canyon Open Space
1868,CARROLL CANYON OS,City of San Diego,,Carroll Canyon Open Space
1869,CANYON HILLS OS,City of San Diego,,Canyon Hills Open Space
1870,CARMEL VALLEY OS,City of San Diego,,Carmel Valley Open Space
1871,34TH ST CANYON OS,City of San Diego,,34th St Canyon Open Space
1872,CHOLLAS RADIO SYSTEM OS,City of San Diego,,Chollas Radio System Open Space
1873,OTAY MESA OS,City of San Diego,,Otay Mesa Open Space
1874,OTAY MESA OS,City of San Diego,,Otay Mesa Open Space
1875,OTAY MESA OS,City of San Diego,,Otay Mesa Open Space
1876,SERRA MESA OS,City of San Diego,,Serra Mesa Open Space
1877,MISSION TRAILS OS,City of San Diego,,Mission Trails Open Space
1878,OTAY VALLEY REGIONAL PARK,City of San Diego,,Otay Valley Regional Park
1879,LA JOLLA OS,City of San Diego,,La Jolla Open Space
1880,CARMEL VALLEY OS,City of San Diego,,Carmel Valley Open Space
1881,MISSION TRAILS OS,City of San Diego,,Mission Trails Open Space
1882,LOS PENASQUITOS CANYON OS,City of San Diego,,Los Penasquitos Canyon Open Space
1883,SABRE SPRINGS OS,City of San Diego,,Sabre Springs Open Space
1884,MARIAN BEAR OS PARK,City of San Diego,,Marian Bear Open Space Park
1885,34TH ST CANYON OS,City of San Diego,,34th St Canyon Open Space
1886,UPTOWN OS,City of San Diego,,Uptown Open Space
1887,CLEAR. SITE 536,City of San Diego,,Clear. Site 536
1888,BLACK MOUNTAIN OS PARK,City of San Diego,,Black Mountain Open Space Park
1889,SORRENTO HILLS OS,City of San Diego,,Sorrento Hills Open Space
1890,VALENCIA CANYON OS,City of San Diego,,Valencia Canyon Open Space
1891,OTAY VALLEY REGIONAL PARK,City of San Diego,,Otay Valley Regional Park
1892,ENCANTO EXPRESSWAY OS,City of San Diego,,Encanto Expressway Open Space
1893,CANYON HILLS OS,City of San Diego,,Canyon Hills Open Space
1894,CANYON HILLS OS,City of San Diego,,Canyon Hills Open Space
1895,34TH ST CANYON OS,City of San Diego,,34th St Canyon Open Space
1896,MISSION HILLS OS PARK,City of San Diego,,Mission Hills Open Space Park
1897,SCRIPPS MIRAMAR OS,City of San Diego,,Scripps Miramar Open Space
1898,CARMEL MOUNTAIN OS,City of San Diego,,Carmel Mountain Open Space
1899,TECOLOTE CANYON NATURAL OS PARK,City of San Diego,,Tecolote Canyon Natural Open Space Park
1900,OTAY VALLEY REGIONAL PARK,City of San Diego,,Otay Valley Regional Park
1901,OTAY VALLEY REGIONAL PARK,City of San Diego,,Otay Valley Regional Park
1902,OTAY VALLEY REGIONAL PARK,City of San Diego,,Otay Valley Regional Park
1903,LOS PENASQUITOS,City of San Diego,,Los Penasquitos
1904,SWITZER OS,City of San Diego,,Switzer Open Space
1905,LOS PENASQUITOS CANYON OS,City of San Diego,,Los Penasquitos Canyon Open Space
1906,PENASQUITOS OS,City of San Diego,,Penasquitos Open Space
1907,LOS PENASQUITOS CANYON OS,City of San Diego,,Los Penasquitos Canyon Open Space
1908,JOHN LANDES PARK,City of Oceanside,2855 CEDAR ROAD,John Landes Park
1909,PALISADES PARK,City of Oceanside,RANCHO DEL ORO AND VISTA DEL ORO,Palisades Park
1910,CHOLLAS RADIO SYSTEM OS,City of San Diego,,Chollas Radio System Open Space
1911,SCRIPPS MIRAMAR OS,City of San Diego,,Scripps Miramar Open Space
1912,34TH ST CANYON OS,City of San Diego,,34th St Canyon Open Space
1913,MISSION VALLEY PRESERVE,City of San Diego,,Mission Valley Preserve
1914,TIERRASANTA OS,City of San Diego,,Tierrasanta Open Space
1915,34TH ST CANYON OS,City of San Diego,,34th St Canyon Open Space
1916,CARMEL VALLEY OS,City of San Diego,,Carmel Valley Open Space
1917,32ND ST CANYON OS,City of San Diego,,32nd St Canyon Open Space
1918,OTAY MESA OS,City of San Diego,,Otay Mesa Open Space
1919,CARMEL VALLEY OS,City of San Diego,,Carmel Valley Open Space
1920,CARMEL VALLEY OS,City of San Diego,,Carmel Valley Open Space
1921,CARMEL VALLEY OS,City of San Diego,,Carmel Valley Open Space
1922,CARMEL VALLEY OS,City of San Diego,,Carmel Valley Open Space
1923,CARMEL VALLEY OS,City of San Diego,,Carmel Valley Open Space
1924,TIERRASANTA OS,City of San Diego,,Tierrasanta Open Space
1925,TIERRASANTA OS,City of San Diego,,Tierrasanta Open Space
1926,CANYON HILLS OS,City of San Diego,,Canyon Hills Open Space
1927,LOS PENASQUITOS CANYON OS,City of San Diego,,Los Penasquitos Canyon Open Space
1928,BATTLE MOUNTAIN OS,City of San Diego,,Battle Mountain Open Space
1929,PARADISE CANYON PARK,City of San Diego,,Paradise Canyon Park
1930,MAPLE CANYON OS,City of San Diego,,Maple Canyon Open Space
1931,CHOLLAS PARKWAY OS,City of San Diego,,Chollas Parkway Open Space
1932,MISSION TRAILS OS,City of San Diego,,Mission Trails Open Space
1933,CANYON HILLS OS,City of San Diego,,Canyon Hills Open Space
1934,LOS PENASQUITOS CANYON OS,City of San Diego,,Los Penasquitos Canyon Open Space
1935,PARADISE CANYON PARK,City of San Diego,,Paradise Canyon Park
1936,MISSION TRAILS OS,City of San Diego,,Mission Trails Open Space
1937,SCRIPPS MIRAMAR OS,City of San Diego,,Scripps Miramar Open Space
1938,LOS PENASQUITOS CANYON OS,City of San Diego,,Los Penasquitos Canyon Open Space
1939,CANYON HILLS OS,City of San Diego,,Canyon Hills Open Space
